Profile,Field,MS
MadoImagingStudy,note,
MadoImagingStudy,description,MS
MadoImagingStudy,series,
MadoImagingStudy,uid,MS
MadoImagingStudy,number,MS
MadoImagingStudy,numberOfInstances,MS
MadoImagingStudy,endpoint[wado],MS
MadoImagingStudy,bodySite,MS
MadoImagingStudy,laterality,
MadoImagingStudy,specimen,MS
MadoImagingStudy,performer,
MadoImagingStudy,function,
MadoImagingStudy,actor,
MadoImagingStudy,instance,
MadoImagingStudy,extension[number-of-frames],MS
MadoImagingStudy,extension[koDocumentTitle],MS
MadoImagingStudy,sopClass,MS
MadoImagingStudy,title,MS
MadoKeyObjectDocumentTitle,id,
MadoKeyObjectDocumentTitle,extension,
MadoKeyObjectDocumentTitle,url,
MadoKeyObjectDocumentTitle,value[x],
MadoNumberOfFrames,id,
MadoNumberOfFrames,extension,
MadoNumberOfFrames,url,
MadoNumberOfFrames,value[x],
MadoPatient,id,
MadoPatient,meta,
MadoPatient,implicitRules,
MadoPatient,language,
MadoPatient,text,
MadoPatient,contained,
MadoPatient,extension,
MadoPatient,modifierExtension,
MadoPatient,identifier,MS
MadoPatient,active,
MadoPatient,name,MS
MadoPatient,telecom,
MadoPatient,gender,MS
MadoPatient,birthDate,MS
MadoPatient,deceased[x],
MadoPatient,address,
MadoPatient,maritalStatus,
MadoPatient,multipleBirth[x],
MadoPatient,photo,
MadoPatient,contact,
MadoPatient,relationship,
MadoPatient,name,
MadoPatient,gender,
MadoPatient,organization,
MadoPatient,period,
MadoPatient,communication,
MadoPatient,preferred,
MadoPatient,generalPractitioner,
MadoPatient,managingOrganization,
MadoPatient,link,
MadoPatient,other,
MadoPatient,type,
MadoReferencedAccessionNumberIdentifier,id,
MadoReferencedAccessionNumberIdentifier,extension,
MadoReferencedAccessionNumberIdentifier,reference,
MadoReferencedAccessionNumberIdentifier,type,
MadoReferencedAccessionNumberIdentifier,identifier,
MadoReferencedAccessionNumberIdentifier,display,
MadoReferencedStudyInstanceUidIdentifier,id,
MadoReferencedStudyInstanceUidIdentifier,extension,
MadoReferencedStudyInstanceUidIdentifier,reference,
MadoReferencedStudyInstanceUidIdentifier,type,
MadoReferencedStudyInstanceUidIdentifier,identifier,
MadoReferencedStudyInstanceUidIdentifier,display,
MadoRequestedProcedure,id,
MadoRequestedProcedure,meta,
MadoRequestedProcedure,implicitRules,
MadoRequestedProcedure,language,
MadoRequestedProcedure,text,
MadoRequestedProcedure,contained,
MadoRequestedProcedure,extension,
MadoRequestedProcedure,modifierExtension,
MadoRequestedProcedure,identifier,
MadoRequestedProcedure,identifier[accessionNumber],MS
MadoRequestedProcedure,identifier[placer],MS
MadoRequestedProcedure,use,
MadoRequestedProcedure,type,
MadoRequestedProcedure,coding,
MadoRequestedProcedure,coding[placer],
MadoRequestedProcedure,system,
MadoRequestedProcedure,version,
MadoRequestedProcedure,code,
MadoRequestedProcedure,display,
MadoRequestedProcedure,userSelected,
MadoRequestedProcedure,value,
MadoRequestedProcedure,period,
MadoRequestedProcedure,assigner,
MadoRequestedProcedure,identifier[filler],
MadoRequestedProcedure,coding[filler],
MadoRequestedProcedure,instantiatesCanonical,
MadoRequestedProcedure,instantiatesUri,
MadoRequestedProcedure,basedOn,
MadoRequestedProcedure,replaces,
MadoRequestedProcedure,requisition,
MadoRequestedProcedure,status,
MadoRequestedProcedure,intent,
MadoRequestedProcedure,category,
MadoRequestedProcedure,priority,
MadoRequestedProcedure,doNotPerform,
MadoRequestedProcedure,orderDetail,
MadoRequestedProcedure,quantity[x],
MadoRequestedProcedure,subject,
MadoRequestedProcedure,encounter,
MadoRequestedProcedure,occurrence[x],
MadoRequestedProcedure,asNeeded[x],
MadoRequestedProcedure,authoredOn,
MadoRequestedProcedure,requester,
MadoRequestedProcedure,performerType,
MadoRequestedProcedure,performer,
MadoRequestedProcedure,locationCode,
MadoRequestedProcedure,locationReference,
MadoRequestedProcedure,reasonCode,
MadoRequestedProcedure,reasonReference,
MadoRequestedProcedure,insurance,
MadoRequestedProcedure,supportingInfo,
MadoRequestedProcedure,specimen,
MadoRequestedProcedure,bodySite,
MadoRequestedProcedure,note,
MadoRequestedProcedure,patientInstruction,
MadoRequestedProcedure,relevantHistory,
MadoRetrieveLocationUIDExtension,id,
MadoRetrieveLocationUIDExtension,extension,
MadoRetrieveLocationUIDExtension,url,
MadoRetrieveLocationUIDExtension,value[x],
MadoStudyInstanceUidIdentifier,id,
MadoStudyInstanceUidIdentifier,extension,
MadoStudyInstanceUidIdentifier,use,
MadoStudyInstanceUidIdentifier,type,
MadoStudyInstanceUidIdentifier,coding,
MadoStudyInstanceUidIdentifier,coding[dcm],
MadoStudyInstanceUidIdentifier,text,
MadoStudyInstanceUidIdentifier,system,
MadoStudyInstanceUidIdentifier,value,
MadoStudyInstanceUidIdentifier,period,
MadoStudyInstanceUidIdentifier,assigner,
MadoWadoEndpoint,id,
MadoWadoEndpoint,meta,
MadoWadoEndpoint,implicitRules,
MadoWadoEndpoint,language,
MadoWadoEndpoint,text,
MadoWadoEndpoint,contained,
MadoWadoEndpoint,extension,
MadoWadoEndpoint,extension[retrieveLocationUid],MS
MadoWadoEndpoint,modifierExtension,
MadoWadoEndpoint,identifier,
MadoWadoEndpoint,status,
MadoWadoEndpoint,connectionType,
MadoWadoEndpoint,system,
MadoWadoEndpoint,version,
MadoWadoEndpoint,code,
MadoWadoEndpoint,display,
MadoWadoEndpoint,userSelected,
MadoWadoEndpoint,name,
MadoWadoEndpoint,managingOrganization,
MadoWadoEndpoint,contact,
MadoWadoEndpoint,period,
MadoWadoEndpoint,payloadType,
MadoWadoEndpoint,payloadType[text-wado],
MadoWadoEndpoint,coding,
MadoWadoEndpoint,coding[none],
MadoWadoEndpoint,payloadMimeType,
MadoWadoEndpoint,address,MS
MadoWadoEndpoint,extension[dataAbsentReason],
MadoWadoEndpoint,url,
MadoWadoEndpoint,value[x],
MadoWadoEndpoint,value,
MadoWadoEndpoint,header,
MadoWebViewerEndpoint,id,
MadoWebViewerEndpoint,meta,
MadoWebViewerEndpoint,implicitRules,
MadoWebViewerEndpoint,language,
MadoWebViewerEndpoint,text,
MadoWebViewerEndpoint,contained,
MadoWebViewerEndpoint,extension,
MadoWebViewerEndpoint,modifierExtension,
MadoWebViewerEndpoint,identifier,
MadoWebViewerEndpoint,status,
MadoWebViewerEndpoint,connectionType,
MadoWebViewerEndpoint,name,
MadoWebViewerEndpoint,managingOrganization,
MadoWebViewerEndpoint,contact,
MadoWebViewerEndpoint,period,
MadoWebViewerEndpoint,payloadType,
MadoWebViewerEndpoint,payloadType[type-none],
MadoWebViewerEndpoint,coding,
MadoWebViewerEndpoint,system,
MadoWebViewerEndpoint,version,
MadoWebViewerEndpoint,code,
MadoWebViewerEndpoint,display,
MadoWebViewerEndpoint,userSelected,
MadoWebViewerEndpoint,payloadMimeType,
MadoWebViewerEndpoint,address,
MadoWebViewerEndpoint,header,
